vibration_1,vibration_2,moisture_1,moisture_2
0.01,0.04,20.0,17.51
0.01,0.04,20.0,17.51
0.01,0.04,20.0,18.27
0.01,0.04,20.0,18.27
0.01,0.05,20.0,18.27
0.01,0.05,20.0,18.27
0.01,0.04,20.0,18.27
0.01,0.04,20.0,18.27
0.01,0.05,20.0,18.27
0.01,0.05,20.0,18.27
0.01,0.05,20.0,18.27
0.01,0.05,20.0,18.27
0.01,0.03,20.0,18.27
0.01,0.03,20.0,18.27
0.01,0.04,20.0,18.27
0.01,0.04,20.0,18.27
0.01,0.03,20.0,18.27
0.01,0.03,20.0,18.27
0.01,0.04,20.0,18.36
0.01,0.04,20.0,18.36
0.01,0.03,20.0,18.32
0.01,0.03,20.0,18.32
0.01,0.05,20.0,18.3
0.01,0.05,20.0,18.3
0.01,0.04,20.0,18.27
0.01,0.04,20.0,18.27
0.01,0.04,20.0,18.34
0.01,0.04,20.0,18.34
0.01,0.04,20.0,18.39
0.01,0.04,20.0,18.39
0.01,0.05,20.0,18.39
0.01,0.05,20.0,18.39
0.01,0.05,20.0,18.39
0.01,0.05,20.0,18.39
0.01,0.03,20.0,18.39
0.01,0.03,20.0,18.39
0.01,0.04,20.0,18.39
0.01,0.04,20.0,18.39
0.01,0.03,20.0,18.39
0.01,0.03,20.0,18.39
0.01,0.04,20.0,18.39
0.01,0.04,20.0,18.39
0.01,0.06,20.0,18.39
0.01,0.06,20.0,18.39
0.01,0.05,20.0,18.39
0.01,0.05,20.0,18.39
0.01,0.04,20.0,18.39
0.01,0.04,20.0,18.39
0.01,0.04,20.0,18.39
0.01,0.04,20.0,18.39
0.01,0.04,20.0,18.39
0.01,0.04,20.0,18.39
0.01,0.05,20.0,18.39
0.01,0.05,20.0,18.39
0.01,0.05,20.0,18.39
0.01,0.05,20.0,18.39
0.01,0.04,20.0,18.39
0.01,0.04,20.0,18.39
0.01,0.04,20.0,18.39
0.01,0.04,20.0,18.39
0.01,0.04,20.0,18.39
0.01,0.04,20.0,18.39
0.01,0.05,20.0,18.4
0.01,0.05,20.0,18.4
0.01,0.05,20.0,18.4
0.01,0.05,20.0,18.4
0.01,0.05,20.0,18.39
0.01,0.05,20.0,18.39
0.01,0.05,20.0,18.47
0.01,0.05,20.0,18.47
0.01,0.04,20.0,18.51
0.01,0.04,20.0,18.51
0.01,0.04,20.0,18.46
0.01,0.04,20.0,18.46
0.01,0.05,20.0,18.51
0.01,0.05,20.0,18.51
0.01,0.04,20.0,18.51
0.01,0.04,20.0,18.51
0.01,0.04,20.0,18.51
0.01,0.04,20.0,18.51
0.01,0.04,20.0,18.51
0.01,0.04,20.0,18.51
0.01,0.05,20.0,18.51
0.01,0.05,20.0,18.51
0.01,0.04,20.0,18.51
0.01,0.04,20.0,18.51
0.01,0.05,20.0,18.51
0.01,0.05,20.0,18.51
0.01,0.04,20.0,18.51
0.01,0.04,20.0,18.51
0.01,0.03,20.0,18.51
0.01,0.03,20.0,18.51
0.01,0.04,20.0,18.51
0.01,0.04,20.0,18.51
0.01,0.04,20.0,18.51
0.01,0.04,20.0,18.51
0.01,0.04,20.0,18.51
0.01,0.04,20.0,18.51
0.01,0.04,20.0,18.51
0.01,0.04,20.0,18.51
0.01,0.04,20.0,18.51
0.01,0.04,20.0,18.51
0.01,0.03,20.0,18.51
0.01,0.03,20.0,18.51
0.01,0.05,20.0,18.51
0.01,0.05,20.0,18.51
0.01,0.04,20.0,18.64
0.01,0.04,20.0,18.64
0.01,0.06,20.0,18.52
0.01,0.06,20.0,18.52
0.01,0.05,20.0,18.63
0.01,0.05,20.0,18.63
0.01,0.06,20.0,18.63
0.01,0.06,20.0,18.63
0.01,0.05,20.0,18.64
0.01,0.05,20.0,18.64
0.01,0.04,20.0,18.64
0.01,0.04,20.0,18.64
0.01,0.05,20.0,18.64
0.01,0.05,20.0,18.64
0.01,0.04,20.0,18.64
0.01,0.04,20.0,18.64
0.01,0.04,20.0,18.64
0.01,0.04,20.0,18.64
0.01,0.04,20.0,18.64
0.01,0.04,20.0,18.64
0.01,0.04,20.0,18.64
0.01,0.04,20.0,18.64
0.01,0.04,20.06,18.64
0.01,0.04,20.06,18.64
0.01,0.04,20.0,18.64
0.01,0.04,20.0,18.64
0.01,0.05,20.0,18.64
0.01,0.05,20.0,18.64
0.01,0.05,20.0,18.64
0.01,0.05,20.0,18.64
0.01,0.04,20.0,18.64
0.01,0.04,20.0,18.64
0.01,0.04,20.0,18.76
0.01,0.04,20.0,18.76
0.01,0.04,20.0,18.7
0.01,0.04,20.0,18.7
0.01,0.04,20.0,18.75
0.01,0.04,20.0,18.75
0.01,0.04,20.0,18.76
0.01,0.04,20.0,18.76
0.01,0.05,20.0,18.76
0.01,0.05,20.0,18.76
0.01,0.05,20.0,18.76
0.01,0.05,20.0,18.76
0.01,0.03,20.0,18.76
0.01,0.03,20.0,18.76
0.01,0.04,20.0,18.76
0.01,0.04,20.0,18.76
0.01,0.05,20.0,18.76
0.01,0.05,20.0,18.76
0.01,0.03,20.0,18.76
0.01,0.03,20.0,18.76
0.01,0.04,20.0,18.76
0.01,0.04,20.0,18.76
0.01,0.05,20.0,18.76
0.01,0.05,20.0,18.76
0.01,0.05,20.0,18.76
0.01,0.05,20.0,18.76
0.01,0.05,20.0,18.81
0.01,0.05,20.0,18.81
0.01,0.05,20.0,18.84
0.01,0.05,20.0,18.84
0.01,0.05,20.0,18.88
0.01,0.05,20.0,18.88
0.01,0.05,20.0,18.88
0.01,0.05,20.0,18.88
0.01,0.04,20.0,18.88
0.01,0.04,20.0,18.88
0.01,0.05,20.0,18.88
0.01,0.05,20.0,18.88
0.01,0.06,20.0,18.88
0.01,0.06,20.0,18.88
0.01,0.04,20.0,18.88
0.01,0.04,20.0,18.88
0.01,0.05,20.0,18.88
0.01,0.05,20.0,18.88
0.01,0.05,20.0,18.96
0.01,0.05,20.0,18.96
0.01,0.05,20.01,19.01
0.01,0.05,20.01,19.01
0.01,0.05,20.0,19.01
0.01,0.05,20.0,19.01
0.01,0.03,20.0,19.0
0.01,0.03,20.0,19.0
0.01,0.06,20.0,19.01
0.01,0.06,20.0,19.01
0.01,0.05,20.0,19.01
0.01,0.05,20.0,19.01
0.01,0.04,20.0,19.01
0.01,0.04,20.0,19.01
0.01,0.03,20.0,19.01
0.01,0.03,20.0,19.01
0.01,0.04,20.0,19.01
0.01,0.04,20.0,19.01
0.01,0.05,20.0,19.06
0.01,0.05,20.0,19.06
0.01,0.04,20.0,19.13
0.01,0.04,20.0,19.13
0.01,0.04,20.01,19.13
0.01,0.04,20.01,19.13
0.01,0.06,20.0,19.13
0.01,0.06,20.0,19.13
0.01,0.04,20.0,19.13
0.01,0.04,20.0,19.13
0.01,0.05,20.0,19.13
0.01,0.05,20.0,19.13
0.01,0.05,20.0,19.13
0.01,0.05,20.0,19.13
0.01,0.04,20.0,19.25
0.01,0.04,20.0,19.25
0.01,0.05,20.0,19.23
0.01,0.05,20.0,19.23
0.01,0.04,20.0,19.26
0.01,0.04,20.0,19.26
0.01,0.04,20.0,19.26
0.01,0.04,20.0,19.26
0.01,0.06,20.0,19.26
0.01,0.06,20.0,19.26
0.01,0.06,20.0,19.26
0.01,0.06,20.0,19.26
0.01,0.04,20.0,19.26
0.01,0.04,20.0,19.26
0.01,0.04,20.0,19.26
0.01,0.04,20.0,19.26
0.01,0.04,20.0,19.26
0.01,0.04,20.0,19.26
0.01,0.04,20.0,19.26
0.01,0.04,20.0,19.26
0.01,0.04,20.0,19.35
0.01,0.04,20.0,19.35
0.01,0.05,20.0,19.37
0.01,0.05,20.0,19.37
0.01,0.05,20.0,19.33
0.01,0.05,20.0,19.33
0.01,0.04,20.09,19.38
0.01,0.04,20.09,19.38
0.01,0.05,20.0,19.38
0.01,0.05,20.0,19.38
0.01,0.03,20.0,19.38
0.01,0.03,20.0,19.38
0.01,0.03,20.0,19.38
0.01,0.03,20.0,19.38
0.01,0.04,20.0,19.38
0.01,0.04,20.0,19.38
0.01,0.05,20.0,19.38
0.01,0.05,20.0,19.38
0.01,0.05,20.0,19.38
0.01,0.05,20.0,19.38
0.01,0.04,20.0,19.38
0.01,0.04,20.0,19.38
0.01,0.04,20.0,19.38
0.01,0.04,20.0,19.38
0.01,0.05,20.0,19.38
0.01,0.05,20.0,19.38
0.01,0.04,20.0,19.38
0.01,0.04,20.0,19.38
0.01,0.04,20.0,19.38
0.01,0.04,20.0,19.38
0.01,0.04,20.09,19.38
0.01,0.04,20.09,19.38
0.01,0.05,20.0,19.38
0.01,0.05,20.0,19.38
0.01,0.04,20.0,19.38
0.01,0.04,20.0,19.38
0.01,0.06,20.0,19.38
0.01,0.06,20.0,19.38
0.01,0.04,20.0,19.38
0.01,0.04,20.0,19.38
0.01,0.03,20.0,19.38
0.01,0.03,20.0,19.38
0.01,0.04,20.0,19.38
0.01,0.04,20.0,19.38
0.01,0.05,20.0,19.38
0.01,0.05,20.0,19.38
0.01,0.03,20.0,19.38
0.01,0.03,20.0,19.38
0.01,0.06,20.02,19.38
0.01,0.06,20.02,19.38
0.01,0.03,20.0,19.38
0.01,0.03,20.0,19.38
0.01,0.03,20.0,19.38
0.01,0.03,20.0,19.38
0.01,0.04,20.0,19.38
0.01,0.04,20.0,19.38
0.01,0.04,20.0,19.38
0.01,0.04,20.0,19.38
0.01,0.03,20.0,19.38
0.01,0.03,20.0,19.38
0.01,0.05,20.0,19.38
0.01,0.05,20.0,19.38
0.01,0.05,20.0,19.38
0.01,0.05,20.0,19.38
0.01,0.04,20.06,19.38
0.01,0.04,20.06,19.38
0.01,0.05,20.0,19.38
0.01,0.05,20.0,19.38
0.01,0.05,20.0,19.38
0.01,0.05,20.0,19.38
0.01,0.04,20.0,19.38
0.01,0.04,20.0,19.38
0.01,0.05,20.0,19.38
0.01,0.05,20.0,19.38
0.01,0.05,20.0,19.38
0.01,0.05,20.0,19.38
0.01,0.04,20.0,19.38
0.01,0.04,20.0,19.38
0.01,0.04,20.0,19.38
0.01,0.04,20.0,19.38
0.01,0.03,20.0,19.38
0.01,0.03,20.0,19.38
0.01,0.04,20.0,19.38
0.01,0.04,20.0,19.38
0.01,0.05,20.0,19.38
0.01,0.05,20.0,19.38
0.01,0.04,20.0,19.38
0.01,0.04,20.0,19.38
0.01,0.04,20.0,19.38
0.01,0.04,20.0,19.38
0.01,0.05,20.0,19.38
0.01,0.05,20.0,19.38
0.01,0.06,20.0,19.38
0.01,0.06,20.0,19.38
0.01,0.06,20.0,19.38
0.01,0.06,20.0,19.38
0.01,0.05,20.0,19.38
0.01,0.05,20.0,19.38
0.01,0.04,20.0,19.38
0.01,0.04,20.0,19.38
0.01,0.05,20.0,19.38
0.01,0.05,20.0,19.38
0.01,0.04,20.0,19.38
0.01,0.04,20.0,19.38
0.01,0.04,20.0,19.38
0.01,0.04,20.0,19.38
0.01,0.04,20.0,19.38
0.01,0.04,20.0,19.38
0.01,0.05,20.0,19.38
0.01,0.05,20.0,19.38
0.01,0.05,20.0,19.38
0.01,0.05,20.0,19.38
0.01,0.04,20.0,19.38
0.01,0.04,20.0,19.38
0.01,0.05,20.02,19.38
0.01,0.05,20.02,19.38
0.01,0.05,20.0,19.38
0.01,0.05,20.0,19.38
0.01,0.04,20.0,19.38
0.01,0.04,20.0,19.38
0.01,0.04,20.0,19.38
0.01,0.04,20.0,19.38
0.01,0.05,20.0,19.38
0.01,0.05,20.0,19.38
0.01,0.04,20.0,19.38
0.01,0.04,20.0,19.38
0.01,0.04,20.0,19.38
0.01,0.04,20.0,19.38
0.01,0.04,20.0,19.38
0.01,0.04,20.0,19.38
0.01,0.05,20.0,19.38
0.01,0.05,20.0,19.38
0.01,0.05,20.0,19.38
0.01,0.05,20.0,19.38
0.01,0.05,20.0,19.38
0.01,0.05,20.0,19.38
0.01,0.03,20.0,19.38
0.01,0.03,20.0,19.38
0.01,0.04,20.0,19.38
0.01,0.04,20.0,19.38
0.01,0.05,20.0,19.38
0.01,0.05,20.0,19.38
0.01,0.04,20.0,19.38
0.01,0.04,20.0,19.38
0.01,0.05,20.0,19.38
0.01,0.05,20.0,19.38
0.01,0.03,20.0,19.38
0.01,0.03,20.0,19.38
0.01,0.05,20.0,19.38
0.01,0.05,20.0,19.38
0.01,0.04,20.0,19.38
0.01,0.04,20.0,19.38
0.01,0.04,20.0,19.38
0.01,0.04,20.0,19.38
0.01,0.05,20.0,19.38
0.01,0.05,20.0,19.38
0.01,0.04,20.0,19.38
0.01,0.04,20.0,19.38
0.01,0.05,20.0,19.38
0.01,0.05,20.0,19.38
0.01,0.04,20.0,19.38
0.01,0.04,20.0,19.38
0.01,0.06,20.0,19.41
0.01,0.06,20.0,19.41
0.01,0.05,20.0,19.38
0.01,0.05,20.0,19.38
0.01,0.06,20.0,19.38
0.01,0.06,20.0,19.38
0.01,0.05,20.0,19.38
0.01,0.05,20.0,19.38
0.01,0.05,20.0,19.38
0.01,0.05,20.0,19.38
0.01,0.04,20.0,19.38
0.01,0.04,20.0,19.38
0.01,0.04,20.0,19.45
0.01,0.04,20.0,19.45
0.01,0.04,20.0,19.39
0.01,0.04,20.0,19.39
0.01,0.06,20.0,19.38
0.01,0.06,20.0,19.38
0.01,0.06,20.0,19.38
0.01,0.06,20.0,19.38
0.01,0.05,20.0,19.39
0.01,0.05,20.0,19.39
0.01,0.04,20.0,19.41
0.01,0.04,20.0,19.41
0.01,0.04,20.0,19.4
0.01,0.04,20.0,19.4
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.05,20.0,19.43
0.01,0.05,20.0,19.43
0.01,0.04,20.0,19.38
0.01,0.04,20.0,19.38
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.03,20.0,19.48
0.01,0.03,20.0,19.48
0.01,0.05,20.0,19.47
0.01,0.05,20.0,19.47
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.0,0.05,20.0,19.49
0.0,0.05,20.0,19.49
0.01,0.06,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.06,20.0,19.5
0.0,0.05,20.0,19.5
0.0,0.05,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.03,20.0,19.5
0.01,0.03,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.03,20.01,19.5
0.01,0.03,20.01,19.5
0.01,0.06,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.03,20.0,19.5
0.01,0.03,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.03,20.0,19.5
0.01,0.03,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.07,20.0,19.5
0.01,0.07,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.03,20.0,19.5
0.01,0.03,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.03,20.0,19.5
0.01,0.03,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.03,20.0,19.5
0.01,0.03,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.03,20.0,19.5
0.01,0.03,20.0,19.5
0.01,0.08,20.0,19.5
0.01,0.08,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.03,20.0,19.5
0.01,0.03,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.03,20.0,19.5
0.01,0.03,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.03,20.0,19.5
0.01,0.03,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.07,20.0,19.5
0.01,0.07,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.03,20.0,19.5
0.01,0.03,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.03,20.0,19.5
0.01,0.03,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.04,20.01,19.5
0.01,0.04,20.01,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.06,20.0,19.5
0.0,0.05,20.0,19.5
0.0,0.05,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.07,20.0,19.5
0.01,0.07,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.06,20.0,19.53
0.01,0.06,20.0,19.53
0.01,0.06,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.08,20.0,19.5
0.01,0.08,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.05,20.01,19.5
0.01,0.05,20.01,19.5
0.01,0.06,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.07,20.0,19.5
0.01,0.07,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.06,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.05,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.04,20.0,19.5
0.01,0.02,20.0,19.5
0.01,0.02,20.0,19.5
